<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
Yandex clA;D;2023-03-28;000000;1923.6;1947;1920.8;1929.6;353808;683622596.6
Yandex clA;D;2023-03-29;000000;1932.4;1936.8;1907;1919.6;271669;521238234
Yandex clA;D;2023-03-30;000000;1919.6;1926.4;1911;1917.4;230387;442053757.2
Yandex clA;D;2023-03-31;000000;1924;1924;1888.4;1901.6;304841;579174074.6
Yandex clA;D;2023-04-01;000000;1901.6;1901.6;1901.6;1901.6;0;0
Yandex clA;D;2023-04-02;000000;1901.6;1901.6;1901.6;1901.6;0;0
Yandex clA;D;2023-04-03;000000;1910.6;1919;1902.6;1913;225470;430931771.8
Yandex clA;D;2023-04-04;000000;1917;1925;1896.4;1905;345785;660906811.6
Yandex clA;D;2023-04-05;000000;1905.8;1909;1892;1907.2;201797;383818181.2
Yandex clA;D;2023-04-06;000000;1907.2;1934;1906.2;1912.8;422190;811142027.6
Yandex clA;D;2023-04-07;000000;1917;1925;1910.4;1919.8;196362;376700289.4
Yandex clA;D;2023-04-08;000000;1919.8;1919.8;1919.8;1919.8;0;0
Yandex clA;D;2023-04-09;000000;1919.8;1919.8;1919.8;1919.8;0;0
Yandex clA;D;2023-04-10;000000;1925;1998.2;1922.2;1993;1386407;2737581398
Yandex clA;D;2023-04-11;000000;1998;2019;1927.8;1952.2;1083195;2141861307.4
Yandex clA;D;2023-04-12;000000;1962;1969.8;1935.2;1953.6;309953;604735755.8
Yandex clA;D;2023-04-13;000000;1959.4;1966.8;1942;1954;243763;475600955.4
Yandex clA;D;2023-04-14;000000;1957;1959.6;1940;1945;178518;347405305
Yandex clA;D;2023-04-15;000000;1945;1945;1945;1945;0;0
Yandex clA;D;2023-04-16;000000;1945;1945;1945;1945;0;0
Yandex clA;D;2023-04-17;000000;1955;1980;1948;1964.8;334702;655383460
Yandex clA;D;2023-04-18;000000;1970;1985;1953;1981.4;422957;833589774.4
Yandex clA;D;2023-04-19;000000;1987;2028.2;1962;1989.6;1006720;2011087942
Yandex clA;D;2023-04-20;000000;1996.2;2100;1963.2;2098.6;1934934;3967101733.4
Yandex clA;D;2023-04-21;000000;2106.6;2128.6;2062;2086.8;1233355;2574409843.4
Yandex clA;D;2023-04-22;000000;2086.8;2086.8;2086.8;2086.8;0;0
Yandex clA;D;2023-04-23;000000;2086.8;2086.8;2086.8;2086.8;0;0
Yandex clA;D;2023-04-24;000000;2087;2108.2;2065.8;2080;506596;1054930530.6
Yandex clA;D;2023-04-25;000000;2087.4;2088.2;2044;2059.4;408505;841850234
Yandex clA;D;2023-04-26;000000;2063;2125;2059.6;2113;1088288;2288059458.6
Yandex clA;D;2023-04-27;000000;2123.2;2159;2082;2101.6;1693389;3592136719
Yandex clA;D;2023-04-28;000000;2102;2108;2050.2;2070.6;626663;1299701315.6
Yandex clA;D;2023-04-29;000000;2070.6;2070.6;2070.6;2070.6;0;0
Yandex clA;D;2023-04-30;000000;2070.6;2070.6;2070.6;2070.6;0;0
Yandex clA;D;2023-05-01;000000;2070.6;2070.6;2070.6;2070.6;0;0
Yandex clA;D;2023-05-02;000000;2075;2099;1980;2015;1006835;2042633284.4
Yandex clA;D;2023-05-03;000000;2028.6;2028.6;1922.2;1930.4;1079240;2132766687.2
Yandex clA;D;2023-05-04;000000;1935;1992.4;1930.2;1979.6;712315;1394541228.2
Yandex clA;D;2023-05-05;000000;1979.4;1988.2;1946.2;1948;426605;837491857.4
Yandex clA;D;2023-05-06;000000;1948;1948;1948;1948;0;0
Yandex clA;D;2023-05-07;000000;1948;1948;1948;1948;0;0
Yandex clA;D;2023-05-08;000000;1949;1969;1930.4;1943;166172;323793027
Yandex clA;D;2023-05-09;000000;1943;1943;1943;1943;0;0
Yandex clA;D;2023-05-10;000000;1956;2012;1945.8;2008.8;657348;1303840970
Yandex clA;D;2023-05-11;000000;2030;2052;1961;2007.2;1236556;2493296141.2
Yandex clA;D;2023-05-12;000000;2000;2017;1991;2012;355081;710973709.8
Yandex clA;D;2023-05-13;000000;2012;2012;2012;2012;0;0
Yandex clA;D;2023-05-14;000000;2012;2012;2012;2012;0;0
Yandex clA;D;2023-05-15;000000;2020;2050;2013.2;2049.6;414173;842511856.8
Yandex clA;D;2023-05-16;000000;2056.6;2063.6;2022;2045.6;370194;755021587
Yandex clA;D;2023-05-17;000000;2047.4;2077.8;2028;2058;453021;929968425.2
Yandex clA;D;2023-05-18;000000;2064;2072.8;2026;2032.8;443683;907314617
Yandex clA;D;2023-05-19;000000;2033;2285.4;2020;2223.2;6557118;14351431578.8
Yandex clA;D;2023-05-20;000000;2223.2;2223.2;2223.2;2223.2;0;0
Yandex clA;D;2023-05-21;000000;2223.2;2223.2;2223.2;2223.2;0;0
Yandex clA;D;2023-05-22;000000;2300;2371.4;2235;2300;3773233;8672662543.2
Yandex clA;D;2023-05-23;000000;2318;2330;2212.2;2242.8;1426676;3216151271.2
Yandex clA;D;2023-05-24;000000;2244;2256.4;2172.2;2220;1036457;2288872350.6
Yandex clA;D;2023-05-25;000000;2222;2350;2165.6;2350;3408528;7820682009.6
Yandex clA;D;2023-05-26;000000;2356;2357.6;2294.2;2322;1093150;2537933769
Yandex clA;D;2023-05-27;000000;2322;2322;2322;2322;0;0
Yandex clA;D;2023-05-28;000000;2322;2322;2322;2322;0;0
Yandex clA;D;2023-05-29;000000;2335;2410;2295.6;2390;1489054;3507040680.4
Yandex clA;D;2023-05-30;000000;2315;2385;2263;2303.6;1703701;3976637378.6
Yandex clA;D;2023-05-31;000000;2299.6;2353;2244.2;2324.2;1037156;2378724891
Yandex clA;D;2023-06-01;000000;2328.2;2356;2294.8;2313.4;659179;1533483073.6
Yandex clA;D;2023-06-02;000000;2324.8;2348;2292.2;2343.6;557313;1295532072.2
Yandex clA;D;2023-06-03;000000;2343.6;2343.6;2343.6;2343.6;0;0
Yandex clA;D;2023-06-04;000000;2343.6;2343.6;2343.6;2343.6;0;0
Yandex clA;D;2023-06-05;000000;2340;2383.2;2282;2305.8;929861;2175573165.8
Yandex clA;D;2023-06-06;000000;2290;2334.6;2260.2;2323.2;685501;1578212740
Yandex clA;D;2023-06-07;000000;2323.2;2430;2310.6;2425.4;1490407;3555294541.8
Yandex clA;D;2023-06-08;000000;2427;2523;2426;2520;2589720;6445497507.6
Yandex clA;D;2023-06-09;000000;2532.6;2557;2481;2506.6;1363179;3423663360.8
Yandex clA;D;2023-06-10;000000;2506.6;2506.6;2506.6;2506.6;0;0
Yandex clA;D;2023-06-11;000000;2506.6;2506.6;2506.6;2506.6;0;0
Yandex clA;D;2023-06-12;000000;2506.6;2506.6;2506.6;2506.6;0;0
Yandex clA;D;2023-06-13;000000;2506.6;2568;2470;2566.8;947741;2386389362.4
Yandex clA;D;2023-06-14;000000;2570;2655;2550.4;2620;1538877;4020883942.8
Yandex clA;D;2023-06-15;000000;2640.8;2649;2557;2600;1334749;3465866179.6
Yandex clA;D;2023-06-16;000000;2607.8;2615;2500.8;2547;2371168;6031770693.2
Yandex clA;D;2023-06-17;000000;2547;2547;2547;2547;0;0
Yandex clA;D;2023-06-18;000000;2547;2547;2547;2547;0;0
Yandex clA;D;2023-06-19;000000;2546.8;2555.6;2475;2510.4;1031116;2584490390.6
Yandex clA;D;2023-06-20;000000;2504;2560;2461;2510.6;834068;2100409289.4
Yandex clA;D;2023-06-21;000000;2517.4;2542;2490.8;2529.6;508843;1283355471.2
Yandex clA;D;2023-06-22;000000;2529.2;2537.2;2474;2492.6;463156;1161234435
Yandex clA;D;2023-06-23;000000;2482.4;2487.6;2372;2393.4;1870867;4535362812.8
Yandex clA;D;2023-06-24;000000;2393.4;2393.4;2393.4;2393.4;0;0
Yandex clA;D;2023-06-25;000000;2393.4;2393.4;2393.4;2393.4;0;0
Yandex clA;D;2023-06-26;000000;2415;2448;2294;2379;1929203;4591301499
Yandex clA;D;2023-06-27;000000;2398;2443.8;2351.8;2431.4;961893;2318157206.2
Yandex clA;D;2023-06-28;000000;2438.4;2472;2420.2;2462;879768;2159044568.2
Yandex clA;D;2023-06-29;000000;2479;2497;2458.2;2468.6;498110;1234421495.6
Yandex clA;D;2023-06-30;000000;2473;2487.4;2420.6;2439.6;395908;967858641.4
Yandex clA;D;2023-07-01;000000;2439.6;2439.6;2439.6;2439.6;0;0
Yandex clA;D;2023-07-02;000000;2439.6;2439.6;2439.6;2439.6;0;0
Yandex clA;D;2023-07-03;000000;2456.4;2457;2381;2402.8;683147;1642386183.6
Yandex clA;D;2023-07-04;000000;2407.2;2416;2296;2366;788584;1865420026.6
Yandex clA;D;2023-07-05;000000;2382;2421;2370;2403.6;479319;1150308622.4
Yandex clA;D;2023-07-06;000000;2406;2427.8;2370;2390.2;493092;1184858579.4
Yandex clA;D;2023-07-07;000000;2390;2390;2337;2365.6;713314;1682474239.6
Yandex clA;D;2023-07-08;000000;2365.6;2365.6;2365.6;2365.6;0;0
Yandex clA;D;2023-07-09;000000;2365.6;2365.6;2365.6;2365.6;0;0
Yandex clA;D;2023-07-10;000000;2371;2408;2355;2407.6;763287;1822577732
Yandex clA;D;2023-07-11;000000;2409;2463.2;2404.2;2462;777459;1890569306.4
Yandex clA;D;2023-07-12;000000;2471;2477.6;2420.4;2445;643426;1582739411
Yandex clA;D;2023-07-13;000000;2457;2479;2425.6;2464.6;673638;1653829910.6
Yandex clA;D;2023-07-14;000000;2464.6;2557.6;2450;2555;1749120;4406367343.8
Yandex clA;D;2023-07-15;000000;2555;2555;2555;2555;0;0
Yandex clA;D;2023-07-16;000000;2555;2555;2555;2555;0;0
Yandex clA;D;2023-07-17;000000;2515;2580.6;2491;2538.4;1401670;3560526471.4
Yandex clA;D;2023-07-18;000000;2538.4;2600;2536;2590;1109817;2859365853.6
Yandex clA;D;2023-07-19;000000;2590;2609;2550.8;2571.6;951270;2453261855.6
Yandex clA;D;2023-07-20;000000;2571.6;2578.6;2481;2492.2;1177854;2976316947
Yandex clA;D;2023-07-21;000000;2492.4;2537.6;2492.4;2532;672093;1695227782.4
Yandex clA;D;2023-07-22;000000;2532;2532;2532;2532;0;0
Yandex clA;D;2023-07-23;000000;2532;2532;2532;2532;0;0
Yandex clA;D;2023-07-24;000000;2542.8;2633.8;2537;2630;1382598;3584111326.2
Yandex clA;D;2023-07-25;000000;2640;2662;2611.2;2642.6;1334868;3523761484.8
Yandex clA;D;2023-07-26;000000;2642.4;2666.4;2611.6;2655.2;1113769;2944763607.8
Yandex clA;D;2023-07-27;000000;2665.6;2685;2616;2630;1779979;4719368947.6
Yandex clA;D;2023-07-28;000000;2630;2642;2613;2636;771507;2031307738.8
Yandex clA;D;2023-07-29;000000;2636;2636;2636;2636;0;0
Yandex clA;D;2023-07-30;000000;2636;2636;2636;2636;0;0
Yandex clA;D;2023-07-31;000000;2641.8;2652.8;2605;2635;1015331;2667701042.4
Yandex clA;D;2023-08-01;000000;2635;2717.2;2612.8;2670;1680190;4479472143
Yandex clA;D;2023-08-02;000000;2670;2727;2666.2;2709.4;1648657;4460300817.4
Yandex clA;D;2023-08-03;000000;2709.4;2785;2695;2780;1254154;3444529722.8
Yandex clA;D;2023-08-04;000000;2785.4;2872;2657.4;2731;3359518;9313027497.4
Yandex clA;D;2023-08-05;000000;2731;2731;2731;2731;0;0
Yandex clA;D;2023-08-06;000000;2731;2731;2731;2731;0;0
Yandex clA;D;2023-08-07;000000;2750;2795.6;2662.4;2709;1191045;3265724030
Yandex clA;D;2023-08-08;000000;2700;2730;2627.2;2728.6;1045242;2800274629
Yandex clA;D;2023-08-09;000000;2732.2;2748;2694.4;2723.2;666380;1810910400
Yandex clA;D;2023-08-10;000000;2730;2765;2661.8;2718;2098736;5681207752.2
Yandex clA;D;2023-08-11;000000;2718.6;2729;2685.2;2704.2;628954;1699326764
Yandex clA;D;2023-08-12;000000;2704.2;2704.2;2704.2;2704.2;0;0
Yandex clA;D;2023-08-13;000000;2704.2;2704.2;2704.2;2704.2;0;0
Yandex clA;D;2023-08-14;000000;2712.4;2732;2605;2610;1380574;3709234872.4
Yandex clA;D;2023-08-15;000000;2599.2;2695.6;2540;2615.8;1109002;2927294447
Yandex clA;D;2023-08-16;000000;2630;2645;2450.2;2570.6;1587267;4041790951.6
Yandex clA;D;2023-08-17;000000;2597.6;2623;2528;2581.6;1108836;2858273710.2
Yandex clA;D;2023-08-18;000000;2581.6;2609;2537.8;2602.2;819576;2104127945
Yandex clA;D;2023-08-19;000000;2602.2;2602.2;2602.2;2602.2;0;0
Yandex clA;D;2023-08-20;000000;2602.2;2602.2;2602.2;2602.2;0;0
Yandex clA;D;2023-08-21;000000;2612;2674.4;2582;2662.4;964271;2540229098.2
Yandex clA;D;2023-08-22;000000;2676.8;2718.4;2650;2710.8;1033838;2786873389.8
Yandex clA;D;2023-08-23;000000;2714;2720;2589.6;2604;1283172;3402267101.8
Yandex clA;D;2023-08-24;000000;2630;2660.4;2619.6;2648.4;468080;1236744017.6
Yandex clA;D;2023-08-25;000000;2649.4;2669.8;2630.4;2648.6;416406;1103758997.2
Yandex clA;D;2023-08-26;000000;2648.6;2648.6;2648.6;2648.6;0;0
Yandex clA;D;2023-08-27;000000;2648.6;2648.6;2648.6;2648.6;0;0
Yandex clA;D;2023-08-28;000000;2655;2685;2652;2670;563677;1506189092.6
Yandex clA;D;2023-08-29;000000;2666.6;2710;2666;2698.8;803014;2161385816.8
Yandex clA;D;2023-08-30;000000;2689.2;2708;2654.6;2668.2;572946;1532369363.6
Yandex clA;D;2023-08-31;000000;2668;2694;2641.8;2689;599952;1603665590.6
Yandex clA;D;2023-09-01;000000;2690;2700;2670;2690.2;418286;1124545261.6
Yandex clA;D;2023-09-02;000000;2690.2;2690.2;2690.2;2690.2;0;0
Yandex clA;D;2023-09-03;000000;2690.2;2690.2;2690.2;2690.2;0;0
Yandex clA;D;2023-09-04;000000;2690;2756;2688.8;2744;1165657;3185102785.2
Yandex clA;D;2023-09-05;000000;2744.8;2754.8;2711.2;2726.6;588467;1608186855.6
Yandex clA;D;2023-09-06;000000;2730;2733;2653;2664.6;950616;2548714038.2
Yandex clA;D;2023-09-07;000000;2664.8;2673.4;2555.2;2585.6;1562895;4066716379.8
Yandex clA;D;2023-09-08;000000;2585.6;2609;2526.2;2547.6;864916;2210724516
Yandex clA;D;2023-09-09;000000;2547.6;2547.6;2547.6;2547.6;0;0
Yandex clA;D;2023-09-10;000000;2547.6;2547.6;2547.6;2547.6;0;0
Yandex clA;D;2023-09-11;000000;2567;2584.8;2470;2488.8;1194100;3001482779.8
Yandex clA;D;2023-09-12;000000;2497;2598;2497;2579.2;1054261;2683443518.2
Yandex clA;D;2023-09-13;000000;2580.2;2633;2535.6;2550.8;1044259;2704313931.8
Yandex clA;D;2023-09-14;000000;2551.4;2561.2;2450.2;2508.8;1127378;2819639372.2
Yandex clA;D;2023-09-15;000000;2499;2588;2485;2568;630957;1606046224.4
Yandex clA;D;2023-09-16;000000;2568;2568;2568;2568;0;0
Yandex clA;D;2023-09-17;000000;2568;2568;2568;2568;0;0
Yandex clA;D;2023-09-18;000000;2594;2620;2508.8;2518;820163;2095469483
Yandex clA;D;2023-09-19;000000;2527;2527;2422.2;2442.2;1283916;3165362070
Yandex clA;D;2023-09-20;000000;2456.8;2460;2358;2418;1495744;3602130840.4
Yandex clA;D;2023-09-21;000000;2401.4;2419;2350.8;2355.4;1153205;2749639851.4
Yandex clA;D;2023-09-22;000000;2355.2;2435;2323.2;2410.2;986094;2355182098.4
Yandex clA;D;2023-09-23;000000;2410.2;2410.2;2410.2;2410.2;0;0
Yandex clA;D;2023-09-24;000000;2410.2;2410.2;2410.2;2410.2;0;0
Yandex clA;D;2023-09-25;000000;2428.4;2428.4;2369.6;2391;543849;1302066136.4
Yandex clA;D;2023-09-26;000000;2390.8;2411.8;2352.8;2391;707576;1686330138.2
Yandex clA;D;2023-09-27;000000;2405;2466;2390.4;2453.8;997249;2423749806.6
Yandex clA;D;2023-09-28;000000;2457;2475.2;2422.8;2439.4;835796;2044180660
Yandex clA;D;2023-09-29;000000;2448.8;2449.4;2392;2402.2;898924;2175166222.6
Yandex clA;D;2023-09-30;000000;2402.2;2402.2;2402.2;2402.2;0;0
Yandex clA;D;2023-10-01;000000;2402.2;2402.2;2402.2;2402.2;0;0
Yandex clA;D;2023-10-02;000000;2415;2434;2377.6;2395.8;763357;1836058594.6
Yandex clA;D;2023-10-03;000000;2390;2414.4;2367.2;2386.8;658794;1574248753.6
Yandex clA;D;2023-10-04;000000;2384;2410;2373.2;2379.6;718754;1717979028.6
Yandex clA;D;2023-10-05;000000;2390;2483.6;2360.2;2480;2258401;5469327686.4
Yandex clA;D;2023-10-06;000000;2492.8;2516.8;2468;2482.2;1531949;3816314103
Yandex clA;D;2023-10-07;000000;2482.2;2482.2;2482.2;2482.2;0;0
Yandex clA;D;2023-10-08;000000;2482.2;2482.2;2482.2;2482.2;0;0
Yandex clA;D;2023-10-09;000000;2482.4;2498.8;2470;2477.4;511216;1267391422.8
Yandex clA;D;2023-10-10;000000;2478;2507.8;2454.2;2485.2;831588;2068561696.4
Yandex clA;D;2023-10-11;000000;2490.8;2500;2420;2444;646509;1598293091
Yandex clA;D;2023-10-12;000000;2435;2472;2421;2465;522579;1282308500
Yandex clA;D;2023-10-13;000000;2470;2534;2466;2512.6;1235967;3095621415.8
Yandex clA;D;2023-10-14;000000;2512.6;2512.6;2512.6;2512.6;0;0
Yandex clA;D;2023-10-15;000000;2512.6;2512.6;2512.6;2512.6;0;0
Yandex clA;D;2023-10-16;000000;2528.8;2552;2520.8;2530;676536;1714654649.2
Yandex clA;D;2023-10-17;000000;2527;2540.6;2509.6;2527.4;536965;1358663128.6
Yandex clA;D;2023-10-18;000000;2522.2;2539;2511.8;2527.2;542562;1370957296.4
Yandex clA;D;2023-10-19;000000;2520.8;2675.4;2517;2660.6;3277444;8599584035
Yandex clA;D;2023-10-20;000000;2668.8;2700;2611;2679.4;1964016;5229693292.4
Yandex clA;D;2023-10-21;000000;2679.4;2679.4;2679.4;2679.4;0;0
Yandex clA;D;2023-10-22;000000;2679.4;2679.4;2679.4;2679.4;0;0
Yandex clA;D;2023-10-23;000000;2690;2717.4;2656.8;2677.2;979394;2632227510.6
Yandex clA;D;2023-10-24;000000;2670;2730;2632.4;2725.2;1225245;3296284766.4
Yandex clA;D;2023-10-25;000000;2727;2750;2700;2737;1014441;2775629227.2
Yandex clA;D;2023-10-26;000000;2760;2772.4;2675;2682.4;1758662;4777463420.4
Yandex clA;D;2023-10-27;000000;2684.8;2736;2620;2666.6;2313425;6217169884.2
Yandex clA;D;2023-10-28;000000;2666.6;2666.6;2666.6;2666.6;0;0
Yandex clA;D;2023-10-29;000000;2666.6;2666.6;2666.6;2666.6;0;0
Yandex clA;D;2023-10-30;000000;2666.8;2677;2600.2;2603.6;818174;2157615150.6
Yandex clA;D;2023-10-31;000000;2595;2640;2557;2612;1052727;2729824169.8
Yandex clA;D;2023-11-01;000000;2611.8;2672.2;2600;2639.8;818558;2166872385
Yandex clA;D;2023-11-02;000000;2649.8;2665;2603;2625.6;643105;1690218351
Yandex clA;D;2023-11-03;000000;2633.6;2638.2;2594.2;2613;543026;1417719430.8
Yandex clA;D;2023-11-04;000000;2613;2613;2613;2613;0;0
Yandex clA;D;2023-11-05;000000;2613;2613;2613;2613;0;0
Yandex clA;D;2023-11-06;000000;2612.8;2653.2;2606.2;2638;300339;789715389.8
Yandex clA;D;2023-11-07;000000;2638;2645;2616.6;2633.2;307705;809776730
Yandex clA;D;2023-11-08;000000;2639;2661.8;2605;2614.8;596365;1571390976.4
Yandex clA;D;2023-11-09;000000;2619;2623.4;2582.6;2611.6;584286;1522633564
Yandex clA;D;2023-11-10;000000;2619;2620;2587.8;2598.8;346453;900174151.6
Yandex clA;D;2023-11-11;000000;2598.8;2598.8;2598.8;2598.8;0;0
Yandex clA;D;2023-11-12;000000;2598.8;2598.8;2598.8;2598.8;0;0
Yandex clA;D;2023-11-13;000000;2598;2599.8;2568.6;2577.2;471739;1219603481.6
Yandex clA;D;2023-11-14;000000;2571;2677.8;2531.6;2600;2305287;6037252262
Yandex clA;D;2023-11-15;000000;2590;2651.8;2590;2620;883282;2315577913.4
Yandex clA;D;2023-11-16;000000;2620;2631.2;2564.6;2569;1162238;3009549249.6
Yandex clA;D;2023-11-17;000000;2569;2593.6;2546;2572;478474;1230296755
Yandex clA;D;2023-11-18;000000;2572;2572;2572;2572;0;0
Yandex clA;D;2023-11-19;000000;2572;2572;2572;2572;0;0
Yandex clA;D;2023-11-20;000000;2572.4;2589.2;2557;2573.4;573761;1477898700.6
Yandex clA;D;2023-11-21;000000;2570;2587.8;2563;2572.6;341513;880168259.2
Yandex clA;D;2023-11-22;000000;2578.6;2599;2568;2573.4;486333;1255988461.2
Yandex clA;D;2023-11-23;000000;2583;2598;2540;2559.2;585442;1508020386.4
Yandex clA;D;2023-11-24;000000;2569.8;2616.4;2560;2594.6;1006713;2606445065.8
Yandex clA;D;2023-11-25;000000;2594.6;2594.6;2594.6;2594.6;0;0
Yandex clA;D;2023-11-26;000000;2594.6;2594.6;2594.6;2594.6;0;0
Yandex clA;D;2023-11-27;000000;2593.4;2659.4;2587;2593.2;1904951;5001735160.6
Yandex clA;D;2023-11-28;000000;2599.4;2628;2591;2602.6;809718;2111872832
Yandex clA;D;2023-11-29;000000;2602;2628.8;2563.6;2574;903232;2349355348.8
Yandex clA;D;2023-11-30;000000;2575;2603.8;2501;2523.4;1098089;2813778799.6
Yandex clA;D;2023-12-01;000000;2525;2548;2410;2420.6;1684155;4165107286.8
Yandex clA;D;2023-12-02;000000;2420.6;2420.6;2420.6;2420.6;0;0
Yandex clA;D;2023-12-03;000000;2420.6;2420.6;2420.6;2420.6;0;0
Yandex clA;D;2023-12-04;000000;2420;2436.8;2365.6;2397.8;1242732;2980888424.8
Yandex clA;D;2023-12-05;000000;2419.8;2433;2385;2418.6;646256;1558480844.8
Yandex clA;D;2023-12-06;000000;2420.2;2428.8;2301;2320.6;1297718;3065380074.8
Yandex clA;D;2023-12-07;000000;2327;2367.6;2296.2;2349.8;1012528;2369553634
Yandex clA;D;2023-12-08;000000;2365;2385;2335.2;2337.6;696951;1646016897.8
Yandex clA;D;2023-12-09;000000;2337.6;2337.6;2337.6;2337.6;0;0
Yandex clA;D;2023-12-10;000000;2337.6;2337.6;2337.6;2337.6;0;0
Yandex clA;D;2023-12-11;000000;2339;2343.8;2191.4;2207.6;2086681;4681606415.8
Yandex clA;D;2023-12-12;000000;2218;2284.4;2201;2257;1884850;4232973231.8
Yandex clA;D;2023-12-13;000000;2243;2288;2230.2;2266.8;1088991;2462892126.8
Yandex clA;D;2023-12-14;000000;2276;2276;2140;2157.6;1561494;3437788812.4
Yandex clA;D;2023-12-15;000000;2162;2244;2116.2;2224.4;2089036;4571740364.8
Yandex clA;D;2023-12-16;000000;2224.4;2224.4;2224.4;2224.4;0;0
Yandex clA;D;2023-12-17;000000;2224.4;2224.4;2224.4;2224.4;0;0
Yandex clA;D;2023-12-18;000000;2228.8;2271;2217.4;2250.4;1390164;3122277542.4
Yandex clA;D;2023-12-19;000000;2250.2;2274;2231.8;2242.2;899863;2027829278.8
Yandex clA;D;2023-12-20;000000;2247;2318.8;2242.6;2288.8;2253096;5161313162.6
Yandex clA;D;2023-12-21;000000;2279;2286.8;2245.2;2267.2;944837;2140389003.6
Yandex clA;D;2023-12-22;000000;2267.2;2303.8;2266.2;2295.8;802695;1836611925.6
Yandex clA;D;2023-12-23;000000;2295.8;2295.8;2295.8;2295.8;0;0
Yandex clA;D;2023-12-24;000000;2295.8;2295.8;2295.8;2295.8;0;0
Yandex clA;D;2023-12-25;000000;2300;2455.8;2297;2396.6;4168672;9965898934.2
Yandex clA;D;2023-12-26;000000;2399.8;2439.8;2361;2427.6;1544935;3709900621
Yandex clA;D;2023-12-27;000000;2428;2574.6;2428;2550;2791472;6993858333.2
Yandex clA;D;2023-12-28;000000;2594.2;2610;2520;2531.2;2108340;5393594319.4
Yandex clA;D;2023-12-29;000000;2535;2566;2505.6;2540;860507;2182269199.6
Yandex clA;D;2023-12-30;000000;2540;2540;2540;2540;0;0
Yandex clA;D;2023-12-31;000000;2540;2540;2540;2540;0;0
Yandex clA;D;2024-01-01;000000;2540;2540;2540;2540;0;0
Yandex clA;D;2024-01-02;000000;2540;2540;2540;2540;0;0
Yandex clA;D;2024-01-03;000000;2560;2593;2542;2581;427501;1101866277.6
Yandex clA;D;2024-01-04;000000;2570.4;2580.4;2554.4;2568;397779;1020887415.6
Yandex clA;D;2024-01-05;000000;2568.4;2586.6;2566.2;2576.8;264683;681436995
Yandex clA;D;2024-01-06;000000;2576.8;2576.8;2576.8;2576.8;0;0
Yandex clA;D;2024-01-07;000000;2576.8;2576.8;2576.8;2576.8;0;0
Yandex clA;D;2024-01-08;000000;2584;2618.8;2579.2;2611;673211;1752000939.2
Yandex clA;D;2024-01-09;000000;2629.8;2629.8;2584;2607;628300;1633665763.6
Yandex clA;D;2024-01-10;000000;2607;2615.2;2573.4;2586.4;526896;1366572072.8
Yandex clA;D;2024-01-11;000000;2587;2614.6;2583.6;2605;551084;1432723142.8
Yandex clA;D;2024-01-12;000000;2610;2644;2606;2631;746858;1961181078.4
Yandex clA;D;2024-01-13;000000;2631;2631;2631;2631;0;0
Yandex clA;D;2024-01-14;000000;2631;2631;2631;2631;0;0
Yandex clA;D;2024-01-15;000000;2645;2695;2642.2;2690.2;1007955;2696642706
Yandex clA;D;2024-01-16;000000;2699;2699;2630.6;2647.2;956550;2543409921
Yandex clA;D;2024-01-17;000000;2639.6;2674.8;2635.2;2652.4;494221;1311705185.6
Yandex clA;D;2024-01-18;000000;2654.4;2660;2590.8;2595.8;828426;2167349294.6
Yandex clA;D;2024-01-19;000000;2607;2607;2550;2569.8;806517;2076097098.6
Yandex clA;D;2024-01-20;000000;2569.8;2569.8;2569.8;2569.8;0;0
Yandex clA;D;2024-01-21;000000;2569.8;2569.8;2569.8;2569.8;0;0
Yandex clA;D;2024-01-22;000000;2573;2615.4;2551;2601;558595;1447512690
Yandex clA;D;2024-01-23;000000;2661;2690;2612.2;2635.4;1655584;4374545228.2
Yandex clA;D;2024-01-24;000000;2636;2658.8;2615;2645.8;817019;2158402374.2
Yandex clA;D;2024-01-25;000000;2650;2798;2633.6;2779;2795122;7622087754.4
Yandex clA;D;2024-01-26;000000;2789.4;2895;2778.8;2873;4138928;11815758962.6
Yandex clA;D;2024-01-27;000000;2873;2873;2873;2873;0;0
Yandex clA;D;2024-01-28;000000;2873;2873;2873;2873;0;0
Yandex clA;D;2024-01-29;000000;2900;2996.6;2896.4;2995;3230839;9484304624
Yandex clA;D;2024-01-30;000000;2999;3138.8;2966;3078;6295305;19212777180
Yandex clA;D;2024-01-31;000000;3100;3117.8;3019.4;3026;2391248;7294359734.2
Yandex clA;D;2024-02-01;000000;3025;3130;3002.2;3108;2742476;8473808237.8
Yandex clA;D;2024-02-02;000000;3118.8;3169.6;3059.8;3163;3016977;9397213591.2
Yandex clA;D;2024-02-03;000000;3163;3163;3163;3163;0;0
Yandex clA;D;2024-02-04;000000;3163;3163;3163;3163;0;0
Yandex clA;D;2024-02-05;000000;2900;3086.6;2870;3047;11206431;33633138721.2
Yandex clA;D;2024-02-06;000000;3044;3137;3019.2;3108.6;3490609;10740902517
Yandex clA;D;2024-02-07;000000;3118.2;3363.6;3110.4;3325;7856308;25652862742.6
Yandex clA;D;2024-02-08;000000;3339;3432;3242.8;3306.2;9581170;31963988644.2
Yandex clA;D;2024-02-09;000000;3321.2;3340;3204;3290.4;2732702;8910810332.4
